"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Clinton School District","900715350","2016-2017","Female","Other Count","Number","-9999"
"Clinton School District","900715350","2016-2017","Male","Other Count","Number","-9999"
"Clinton School District","900715350","2016-2017","Female","Other Rate","Percent","-9999"
"Clinton School District","900715350","2016-2017","Male","Other Rate","Percent","-9999"
"Colchester School District","901115910","2010-2011","Female","Total Cohort Count","Number","122"
"Colchester School District","901115910","2010-2011","Male","Total Cohort Count","Number","128"
"Colchester School District","901115910","2010-2011","Female","Four Year Graduation Count","Number","119"
"Colchester School District","901115910","2010-2011","Male","Four Year Graduation Count","Number","113"
"Colchester School District","901115910","2010-2011","Female","Four Year Graduation Rate","Percent","97.5"
"Colchester School District","901115910","2010-2011","Male","Four Year Graduation Rate","Percent","88.3"
"Colchester School District","901115910","2010-2011","Female","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2010-2011","Male","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2010-2011","Female","Other Count","Number","-9999"
"Colchester School District","901115910","2010-2011","Male","Other Count","Number","-9999"
"Colchester School District","901115910","2010-2011","Female","Other Rate","Percent","-9999"
"Colchester School District","901115910","2010-2011","Male","Other Rate","Percent","-9999"
"Colchester School District","901115910","2011-2012","Female","Total Cohort Count","Number","140"
"Colchester School District","901115910","2011-2012","Male","Total Cohort Count","Number","106"
"Colchester School District","901115910","2011-2012","Female","Four Year Graduation Count","Number","134"
"Colchester School District","901115910","2011-2012","Male","Four Year Graduation Count","Number","99"
"Colchester School District","901115910","2011-2012","Female","Four Year Graduation Rate","Percent","95.7"
"Colchester School District","901115910","2011-2012","Male","Four Year Graduation Rate","Percent","93.4"
"Colchester School District","901115910","2011-2012","Female","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2011-2012","Male","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2011-2012","Female","Other Count","Number","-9999"
"Colchester School District","901115910","2011-2012","Male","Other Count","Number","-9999"
"Colchester School District","901115910","2011-2012","Female","Other Rate","Percent","-9999"
"Colchester School District","901115910","2011-2012","Male","Other Rate","Percent","-9999"
"Colchester School District","901115910","2012-2013","Female","Total Cohort Count","Number","128"
"Colchester School District","901115910","2012-2013","Male","Total Cohort Count","Number","125"
"Colchester School District","901115910","2012-2013","Female","Four Year Graduation Count","Number","123"
"Colchester School District","901115910","2012-2013","Male","Four Year Graduation Count","Number","113"
"Colchester School District","901115910","2012-2013","Female","Four Year Graduation Rate","Percent","96.1"
"Colchester School District","901115910","2012-2013","Male","Four Year Graduation Rate","Percent","90.4"
"Colchester School District","901115910","2012-2013","Female","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2012-2013","Male","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2012-2013","Female","Other Count","Number","-9999"
"Colchester School District","901115910","2012-2013","Male","Other Count","Number","-9999"
"Colchester School District","901115910","2012-2013","Female","Other Rate","Percent","-9999"
"Colchester School District","901115910","2012-2013","Male","Other Rate","Percent","-9999"
"Colchester School District","901115910","2013-2014","Female","Total Cohort Count","Number","140"
"Colchester School District","901115910","2013-2014","Male","Total Cohort Count","Number","108"
"Colchester School District","901115910","2013-2014","Female","Four Year Graduation Count","Number","135"
"Colchester School District","901115910","2013-2014","Male","Four Year Graduation Count","Number","102"
"Colchester School District","901115910","2013-2014","Female","Four Year Graduation Rate","Percent","96.4"
"Colchester School District","901115910","2013-2014","Male","Four Year Graduation Rate","Percent","94.4"
"Colchester School District","901115910","2013-2014","Female","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2013-2014","Male","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2013-2014","Female","Other Count","Number","-9999"
"Colchester School District","901115910","2013-2014","Male","Other Count","Number","-9999"
"Colchester School District","901115910","2013-2014","Female","Other Rate","Percent","-9999"
"Colchester School District","901115910","2013-2014","Male","Other Rate","Percent","-9999"
"Colchester School District","901115910","2014-2015","Female","Total Cohort Count","Number","123"
"Colchester School District","901115910","2014-2015","Male","Total Cohort Count","Number","105"
"Colchester School District","901115910","2014-2015","Female","Four Year Graduation Count","Number","116"
"Colchester School District","901115910","2014-2015","Male","Four Year Graduation Count","Number","94"
"Colchester School District","901115910","2014-2015","Female","Four Year Graduation Rate","Percent","94.3"
"Colchester School District","901115910","2014-2015","Male","Four Year Graduation Rate","Percent","89.5"
"Colchester School District","901115910","2014-2015","Female","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2014-2015","Male","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2014-2015","Female","Other Count","Number","-9999"
"Colchester School District","901115910","2014-2015","Male","Other Count","Number","-9999"
"Colchester School District","901115910","2014-2015","Female","Other Rate","Percent","-9999"
"Colchester School District","901115910","2014-2015","Male","Other Rate","Percent","-9999"
"Colchester School District","901115910","2015-2016","Female","Total Cohort Count","Number","115"
"Colchester School District","901115910","2015-2016","Male","Total Cohort Count","Number","99"
"Colchester School District","901115910","2015-2016","Female","Four Year Graduation Count","Number","110"
"Colchester School District","901115910","2015-2016","Male","Four Year Graduation Count","Number","92"
"Colchester School District","901115910","2015-2016","Female","Four Year Graduation Rate","Percent","95.7"
"Colchester School District","901115910","2015-2016","Male","Four Year Graduation Rate","Percent","92.9"
"Colchester School District","901115910","2015-2016","Female","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Colchester School District","901115910","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Colchester School District","901115910","2015-2016","Female","Other Count","Number","-9999"
"Colchester School District","901115910","2015-2016","Male","Other Count","Number","-9999"
"Colchester School District","901115910","2015-2016","Female","Other Rate","Percent","-9999"
"Colchester School District","901115910","2015-2016","Male","Other Rate","Percent","-9999"
"Colchester School District","901115910","2016-2017","Female","Total Cohort Count","Number","116"
"Colchester School District","901115910","2016-2017","Male","Total Cohort Count","Number","96"
"Colchester School District","901115910","2016-2017","Female","Four Year Graduation Count","Number","110"
"Colchester School District","901115910","2016-2017","Male","Four Year Graduation Count","Number","84"
"Colchester School District","901115910","2016-2017","Female","Four Year Graduation Rate","Percent","94.8"
"Colchester School District","901115910","2016-2017","Male","Four Year Graduation Rate","Percent","87.5"
"Colchester School District","901115910","2016-2017","Female","Still Enrolled After Four Years Count","Number","-9999"
