"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Monroe School District","900148620","2013-2014","Male","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2013-2014","Female","Other Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Male","Other Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Female","Other Rate","Percent","-9999"
"Monroe School District","900148620","2013-2014","Male","Other Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Female","Total Cohort Count","Number","154"
"Monroe School District","900148620","2014-2015","Male","Total Cohort Count","Number","167"
"Monroe School District","900148620","2014-2015","Female","Four Year Graduation Count","Number","153"
"Monroe School District","900148620","2014-2015","Male","Four Year Graduation Count","Number","160"
"Monroe School District","900148620","2014-2015","Female","Four Year Graduation Rate","Percent","99.4"
"Monroe School District","900148620","2014-2015","Male","Four Year Graduation Rate","Percent","95.8"
"Monroe School District","900148620","2014-2015","Female","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Male","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Female","Other Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Male","Other Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Female","Other Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Male","Other Rate","Percent","-9999"
"Monroe School District","900148620","2015-2016","Female","Total Cohort Count","Number","141"
"Monroe School District","900148620","2015-2016","Male","Total Cohort Count","Number","149"
"Monroe School District","900148620","2015-2016","Female","Four Year Graduation Count","Number","141"
"Monroe School District","900148620","2015-2016","Male","Four Year Graduation Count","Number","146"
"Monroe School District","900148620","2015-2016","Female","Four Year Graduation Rate","Percent","100"
"Monroe School District","900148620","2015-2016","Male","Four Year Graduation Rate","Percent","98"
"Monroe School District","900148620","2015-2016","Female","Still Enrolled After Four Years Count","Number","0"
"Monroe School District","900148620","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","0"
"Monroe School District","900148620","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2015-2016","Female","Other Count","Number","0"
"Monroe School District","900148620","2015-2016","Male","Other Count","Number","-9999"
"Monroe School District","900148620","2015-2016","Female","Other Rate","Percent","0"
"Monroe School District","900148620","2015-2016","Male","Other Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Female","Total Cohort Count","Number","134"
"Monroe School District","900148620","2016-2017","Male","Total Cohort Count","Number","154"
"Monroe School District","900148620","2016-2017","Female","Four Year Graduation Count","Number","132"
"Monroe School District","900148620","2016-2017","Male","Four Year Graduation Count","Number","145"
"Monroe School District","900148620","2016-2017","Female","Four Year Graduation Rate","Percent","98.5"
"Monroe School District","900148620","2016-2017","Male","Four Year Graduation Rate","Percent","94.2"
"Monroe School District","900148620","2016-2017","Female","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Male","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Female","Other Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Male","Other Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Female","Other Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Male","Other Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Female","Total Cohort Count","Number","93"
"Montville School District","901148900","2010-2011","Male","Total Cohort Count","Number","112"
"Montville School District","901148900","2010-2011","Female","Four Year Graduation Count","Number","78"
"Montville School District","901148900","2010-2011","Male","Four Year Graduation Count","Number","96"
"Montville School District","901148900","2010-2011","Female","Four Year Graduation Rate","Percent","83.9"
"Montville School District","901148900","2010-2011","Male","Four Year Graduation Rate","Percent","85.7"
"Montville School District","901148900","2010-2011","Female","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2010-2011","Male","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Female","Other Count","Number","13"
"Montville School District","901148900","2010-2011","Male","Other Count","Number","10"
"Montville School District","901148900","2010-2011","Female","Other Rate","Percent","14.0"
"Montville School District","901148900","2010-2011","Male","Other Rate","Percent","8.9"
"Montville School District","901148900","2011-2012","Female","Total Cohort Count","Number","108"
"Montville School District","901148900","2011-2012","Male","Total Cohort Count","Number","115"
"Montville School District","901148900","2011-2012","Female","Four Year Graduation Count","Number","95"
"Montville School District","901148900","2011-2012","Male","Four Year Graduation Count","Number","98"
"Montville School District","901148900","2011-2012","Female","Four Year Graduation Rate","Percent","88.0"
"Montville School District","901148900","2011-2012","Male","Four Year Graduation Rate","Percent","85.2"
"Montville School District","901148900","2011-2012","Female","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2011-2012","Male","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2011-2012","Female","Other Count","Number","10"
"Montville School District","901148900","2011-2012","Male","Other Count","Number","16"
"Montville School District","901148900","2011-2012","Female","Other Rate","Percent","9.3"
"Montville School District","901148900","2011-2012","Male","Other Rate","Percent","13.9"
"Montville School District","901148900","2012-2013","Female","Total Cohort Count","Number","79"
"Montville School District","901148900","2012-2013","Male","Total Cohort Count","Number","109"
"Montville School District","901148900","2012-2013","Female","Four Year Graduation Count","Number","73"
"Montville School District","901148900","2012-2013","Male","Four Year Graduation Count","Number","88"
"Montville School District","901148900","2012-2013","Female","Four Year Graduation Rate","Percent","92.4"
"Montville School District","901148900","2012-2013","Male","Four Year Graduation Rate","Percent","80.7"
"Montville School District","901148900","2012-2013","Female","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2012-2013","Male","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2012-2013","Female","Other Count","Number","-9999"
"Montville School District","901148900","2012-2013","Male","Other Count","Number","-9999"
"Montville School District","901148900","2012-2013","Female","Other Rate","Percent","-9999"
"Montville School District","901148900","2012-2013","Male","Other Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Female","Total Cohort Count","Number","104"
"Montville School District","901148900","2013-2014","Male","Total Cohort Count","Number","89"
"Montville School District","901148900","2013-2014","Female","Four Year Graduation Count","Number","92"
"Montville School District","901148900","2013-2014","Male","Four Year Graduation Count","Number","79"
"Montville School District","901148900","2013-2014","Female","Four Year Graduation Rate","Percent","88.5"
"Montville School District","901148900","2013-2014","Male","Four Year Graduation Rate","Percent","88.8"
"Montville School District","901148900","2013-2014","Female","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2013-2014","Male","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Female","Other Count","Number","8"
"Montville School District","901148900","2013-2014","Male","Other Count","Number","7"
"Montville School District","901148900","2013-2014","Female","Other Rate","Percent","7.7"
"Montville School District","901148900","2013-2014","Male","Other Rate","Percent","7.9"
"Montville School District","901148900","2014-2015","Female","Total Cohort Count","Number","86"
"Montville School District","901148900","2014-2015","Male","Total Cohort Count","Number","93"
"Montville School District","901148900","2014-2015","Female","Four Year Graduation Count","Number","81"
"Montville School District","901148900","2014-2015","Male","Four Year Graduation Count","Number","86"
"Montville School District","901148900","2014-2015","Female","Four Year Graduation Rate","Percent","94.2"
"Montville School District","901148900","2014-2015","Male","Four Year Graduation Rate","Percent","92.5"
"Montville School District","901148900","2014-2015","Female","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2014-2015","Male","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Female","Other Count","Number","-9999"
"Montville School District","901148900","2014-2015","Male","Other Count","Number","-9999"
"Montville School District","901148900","2014-2015","Female","Other Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Male","Other Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Female","Total Cohort Count","Number","90"
"Montville School District","901148900","2015-2016","Male","Total Cohort Count","Number","90"
"Montville School District","901148900","2015-2016","Female","Four Year Graduation Count","Number","80"
"Montville School District","901148900","2015-2016","Male","Four Year Graduation Count","Number","84"
"Montville School District","901148900","2015-2016","Female","Four Year Graduation Rate","Percent","88.9"
"Montville School District","901148900","2015-2016","Male","Four Year Graduation Rate","Percent","93.3"
"Montville School District","901148900","2015-2016","Female","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Female","Other Count","Number","-9999"
"Montville School District","901148900","2015-2016","Male","Other Count","Number","-9999"
"Montville School District","901148900","2015-2016","Female","Other Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Male","Other Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Female","Total Cohort Count","Number","70"
"Montville School District","901148900","2016-2017","Male","Total Cohort Count","Number","84"
"Montville School District","901148900","2016-2017","Female","Four Year Graduation Count","Number","66"
"Montville School District","901148900","2016-2017","Male","Four Year Graduation Count","Number","71"
"Montville School District","901148900","2016-2017","Female","Four Year Graduation Rate","Percent","94.3"
"Montville School District","901148900","2016-2017","Male","Four Year Graduation Rate","Percent","84.5"
"Montville School District","901148900","2016-2017","Female","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2016-2017","Male","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Female","Other Count","Number","-9999"
"Montville School District","901148900","2016-2017","Male","Other Count","Number","-9999"
"Montville School District","901148900","2016-2017","Female","Other Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Male","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2010-2011","Female","Total Cohort Count","Number","181"
"Naugatuck School District","900949950","2010-2011","Male","Total Cohort Count","Number","189"
"Naugatuck School District","900949950","2010-2011","Female","Four Year Graduation Count","Number","153"
"Naugatuck School District","900949950","2010-2011","Male","Four Year Graduation Count","Number","153"
"Naugatuck School District","900949950","2010-2011","Female","Four Year Graduation Rate","Percent","84.5"
"Naugatuck School District","900949950","2010-2011","Male","Four Year Graduation Rate","Percent","81.0"
"Naugatuck School District","900949950","2010-2011","Female","Still Enrolled After Four Years Count","Number","7"
"Naugatuck School District","900949950","2010-2011","Male","Still Enrolled After Four Years Count","Number","15"
"Naugatuck School District","900949950","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","3.9"
"Naugatuck School District","900949950","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","7.9"
"Naugatuck School District","900949950","2010-2011","Female","Other Count","Number","21"
"Naugatuck School District","900949950","2010-2011","Male","Other Count","Number","21"
"Naugatuck School District","900949950","2010-2011","Female","Other Rate","Percent","11.6"
"Naugatuck School District","900949950","2010-2011","Male","Other Rate","Percent","11.1"
"Naugatuck School District","900949950","2011-2012","Female","Total Cohort Count","Number","180"
"Naugatuck School District","900949950","2011-2012","Male","Total Cohort Count","Number","188"
"Naugatuck School District","900949950","2011-2012","Female","Four Year Graduation Count","Number","162"
"Naugatuck School District","900949950","2011-2012","Male","Four Year Graduation Count","Number","148"
"Naugatuck School District","900949950","2011-2012","Female","Four Year Graduation Rate","Percent","90.0"
"Naugatuck School District","900949950","2011-2012","Male","Four Year Graduation Rate","Percent","78.7"
"Naugatuck School District","900949950","2011-2012","Female","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2011-2012","Male","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2011-2012","Female","Other Count","Number","15"
"Naugatuck School District","900949950","2011-2012","Male","Other Count","Number","27"
"Naugatuck School District","900949950","2011-2012","Female","Other Rate","Percent","8.3"
"Naugatuck School District","900949950","2011-2012","Male","Other Rate","Percent","14.4"
"Naugatuck School District","900949950","2012-2013","Female","Total Cohort Count","Number","160"
"Naugatuck School District","900949950","2012-2013","Male","Total Cohort Count","Number","175"
"Naugatuck School District","900949950","2012-2013","Female","Four Year Graduation Count","Number","133"
"Naugatuck School District","900949950","2012-2013","Male","Four Year Graduation Count","Number","128"
"Naugatuck School District","900949950","2012-2013","Female","Four Year Graduation Rate","Percent","83.1"
"Naugatuck School District","900949950","2012-2013","Male","Four Year Graduation Rate","Percent","73.1"
"Naugatuck School District","900949950","2012-2013","Female","Still Enrolled After Four Years Count","Number","9"
"Naugatuck School District","900949950","2012-2013","Male","Still Enrolled After Four Years Count","Number","25"
"Naugatuck School District","900949950","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","5.6"
"Naugatuck School District","900949950","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","14.3"
"Naugatuck School District","900949950","2012-2013","Female","Other Count","Number","18"
"Naugatuck School District","900949950","2012-2013","Male","Other Count","Number","22"
"Naugatuck School District","900949950","2012-2013","Female","Other Rate","Percent","11.3"
"Naugatuck School District","900949950","2012-2013","Male","Other Rate","Percent","12.6"
"Naugatuck School District","900949950","2013-2014","Female","Total Cohort Count","Number","169"
"Naugatuck School District","900949950","2013-2014","Male","Total Cohort Count","Number","164"
"Naugatuck School District","900949950","2013-2014","Female","Four Year Graduation Count","Number","148"
"Naugatuck School District","900949950","2013-2014","Male","Four Year Graduation Count","Number","125"
"Naugatuck School District","900949950","2013-2014","Female","Four Year Graduation Rate","Percent","87.6"
"Naugatuck School District","900949950","2013-2014","Male","Four Year Graduation Rate","Percent","76.2"
"Naugatuck School District","900949950","2013-2014","Female","Still Enrolled After Four Years Count","Number","6"
"Naugatuck School District","900949950","2013-2014","Male","Still Enrolled After Four Years Count","Number","17"
"Naugatuck School District","900949950","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","3.6"
"Naugatuck School District","900949950","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","10.4"
"Naugatuck School District","900949950","2013-2014","Female","Other Count","Number","15"
"Naugatuck School District","900949950","2013-2014","Male","Other Count","Number","22"
"Naugatuck School District","900949950","2013-2014","Female","Other Rate","Percent","8.9"
"Naugatuck School District","900949950","2013-2014","Male","Other Rate","Percent","13.4"
"Naugatuck School District","900949950","2014-2015","Female","Total Cohort Count","Number","159"
"Naugatuck School District","900949950","2014-2015","Male","Total Cohort Count","Number","178"
"Naugatuck School District","900949950","2014-2015","Female","Four Year Graduation Count","Number","144"
"Naugatuck School District","900949950","2014-2015","Male","Four Year Graduation Count","Number","144"
"Naugatuck School District","900949950","2014-2015","Female","Four Year Graduation Rate","Percent","90.6"
"Naugatuck School District","900949950","2014-2015","Male","Four Year Graduation Rate","Percent","80.9"
"Naugatuck School District","900949950","2014-2015","Female","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2014-2015","Male","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2014-2015","Female","Other Count","Number","10"
"Naugatuck School District","900949950","2014-2015","Male","Other Count","Number","22"
"Naugatuck School District","900949950","2014-2015","Female","Other Rate","Percent","6.3"
"Naugatuck School District","900949950","2014-2015","Male","Other Rate","Percent","12.4"
"Naugatuck School District","900949950","2015-2016","Female","Total Cohort Count","Number","138"
"Naugatuck School District","900949950","2015-2016","Male","Total Cohort Count","Number","172"
"Naugatuck School District","900949950","2015-2016","Female","Four Year Graduation Count","Number","119"
"Naugatuck School District","900949950","2015-2016","Male","Four Year Graduation Count","Number","145"
"Naugatuck School District","900949950","2015-2016","Female","Four Year Graduation Rate","Percent","86.2"
"Naugatuck School District","900949950","2015-2016","Male","Four Year Graduation Rate","Percent","84.3"
"Naugatuck School District","900949950","2015-2016","Female","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2015-2016","Female","Other Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Male","Other Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Female","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2015-2016","Male","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2016-2017","Female","Total Cohort Count","Number","158"
"Naugatuck School District","900949950","2016-2017","Male","Total Cohort Count","Number","171"
"Naugatuck School District","900949950","2016-2017","Female","Four Year Graduation Count","Number","136"
"Naugatuck School District","900949950","2016-2017","Male","Four Year Graduation Count","Number","143"
"Naugatuck School District","900949950","2016-2017","Female","Four Year Graduation Rate","Percent","86.1"
"Naugatuck School District","900949950","2016-2017","Male","Four Year Graduation Rate","Percent","83.6"
"Naugatuck School District","900949950","2016-2017","Female","Still Enrolled After Four Years Count","Number","9"
"Naugatuck School District","900949950","2016-2017","Male","Still Enrolled After Four Years Count","Number","14"
"Naugatuck School District","900949950","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","5.7"
"Naugatuck School District","900949950","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","8.2"
"Naugatuck School District","900949950","2016-2017","Female","Other Count","Number","13"
"Naugatuck School District","900949950","2016-2017","Male","Other Count","Number","14"
"Naugatuck School District","900949950","2016-2017","Female","Other Rate","Percent","8.2"
"Naugatuck School District","900949950","2016-2017","Male","Other Rate","Percent","8.2"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Four Year Graduation Rate","Percent","-6666"
